Body Name,Body,Service Code,Organisational Unit,Expenditure Category,Expenditure Code,Date,Transaction Number,Net Amount ,Capital and Revenue,Supplier Name
Corby Borough Council,34UB,PROP,CB Property Services,WINDOW CLEANING COSTS                  ,2610,15/06/2012,V201585,800.00 ,Revenue,WATERWORKS WINDOW CLEANING LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT PURCHASE                      ,4000,28/06/2012,V202490,120.00 ,Revenue,WEBFORMA STUDIOS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSULTANTS                             ,4320,08/06/2012,V198196,455.00 ,Revenue,WEBFORMA STUDIOS LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,SKIP HIRE                     ,4345,22/06/2012,V202155,120.84 ,Revenue,WELDON SKIP HIRE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202600,120.84 ,Capital,WELDON SKIP HIRE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,28/06/2012,V202598,137.50 ,Revenue,WELDON SKIP HIRE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,LSM RUBBISH REMOVAL,2083,28/06/2012,V202597,137.50 ,Revenue,WELDON SKIP HIRE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,28/06/2012,V202601,145.84 ,Revenue,WELDON SKIP HIRE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,28/06/2012,V202599,145.84 ,Revenue,WELDON SKIP HIRE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,22/06/2012,V202153,145.84 ,Revenue,WELDON SKIP HIRE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,VOID PROPERTIES - CLEARANCE & CLEANSING,2071,22/06/2012,V202154,145.84 ,Revenue,WELDON SKIP HIRE
Corby Borough Council,34UB,FINS,Financial Services,ASSET VALUATIONS,4857,22/06/2012,V202130,"1,000.00 ",Revenue,WILKS HEAD & EVE
Corby Borough Council,34UB,FINS,Financial Services,STOCK VALUATION SURVEY                  ,4323,22/06/2012,V202131,"3,250.00 ",Revenue,WILKS HEAD & EVE
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PROTECTIVE CLOTHING                     ,4150,28/06/2012,V202560,13.90 ,Revenue,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PROTECTIVE CLOTHING                     ,4150,08/06/2012,V198333,23.33 ,Revenue,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,HEALTH & SAFETY PROTECTIVE CLOTHING     ,4804,28/06/2012,V202434,40.00 ,Revenue,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PROTECTIVE CLOTHING                     ,4150,08/06/2012,V201224,46.34 ,Revenue,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PROTECTIVE CLOTHING                     ,4150,28/06/2012,V202553,46.34 ,Revenue,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PROTECTIVE CLOTHING                     ,4150,28/06/2012,V202554,46.34 ,Revenue,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PROTECTIVE CLOTHING                     ,4150,28/06/2012,V202556,50.25 ,Revenue,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PROTECTIVE CLOTHING                     ,4150,28/06/2012,V202557,56.28 ,Revenue,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PROTECTIVE CLOTHING                     ,4150,28/06/2012,V202555,73.88 ,Revenue,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,28/06/2012,V202552,115.00 ,Capital,WORKSAFE DIRECT (UK) LTD
Corby Borough Council,34UB,FINS,Financial Services,COMPUTER SOFTWARE LEASE                 ,4461,30/06/2012,V202666,281.22 ,Revenue,WORLD PAY
Corby Borough Council,34UB,FINS,Financial Services,COMPUTER SOFTWARE LEASE                 ,4461,30/06/2012,V202665,362.70 ,Revenue,WORLD PAY
Corby Borough Council,34UB,CEXE,Chief Executive,CONSULTANTS                             ,4320,22/06/2012,V202075,"4,517.70 ",Revenue,WORMALD BURROWS PARTNERSHIP
Corby Borough Council,34UB,PROP,CB Property Services,CONSULTANTS                             ,4320,08/06/2012,V201306,"3,500.00 ",Capital,YMD BOON LTD
Corby Borough Council,34UB,FINS,Financial Services,PREMIUM EXCESS                          ,4704,01/06/2012,V198373,"1,000.00 ",Revenue,ZURICH MUNICIPAL
Corby Borough Council,34UB,FINS,Financial Services,PREMIUM EXCESS                          ,4704,01/06/2012,V198374,"1,000.00 ",Revenue,ZURICH MUNICIPAL
Corby Borough Council,34UB,FINS,Financial Services,PREMIUM EXCESS                          ,4704,08/06/2012,V201343,"1,000.00 ",Revenue,ZURICH MUNICIPAL
