Body Name,Body,Service Code,Organisational Unit,Expenditure Category,Expenditure Code,Date,Transaction Number,Net Amount ,Capital and Revenue,Supplier Name
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,22/06/2012,V202136,"1,380.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V201438,"1,405.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V201436,"1,410.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,08/06/2012,V201195,"1,460.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V201462,"1,470.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,15/06/2012,V201435,"1,470.00 ",Capital,FIVE STAR ELECTRICAL SERVICES
Corby Borough Council,34UB,ENVQ,Environmental Services,HIGHWAYS & DRAINAGE WORKS,2031,22/06/2012,V201909,539.90 ,Revenue,FORDE  AND MCHUGH LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,HIGHWAYS & DRAINAGE WORKS,2031,22/06/2012,V201910,643.50 ,Revenue,FORDE  AND MCHUGH LTD
Corby Borough Council,34UB,PROP,CB Property Services,LEGAL FEES                              ,4300,22/06/2012,V202099,157.50 ,Capital,FREETH CARTWRIGHT LLP
Corby Borough Council,34UB,PROP,CB Property Services,LEGAL FEES                              ,4300,22/06/2012,V202100,"1,155.00 ",Capital,FREETH CARTWRIGHT LLP
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,08/06/2012,V201271,38.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202522,38.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201994,76.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,08/06/2012,V201272,76.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201996,86.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201997,96.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202523,116.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202520,135.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,08/06/2012,V201273,144.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201993,195.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201992,312.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,ENVQ,Environmental Services,GENERAL R&M,2080,15/06/2012,V201640,315.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,28/06/2012,V202521,395.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,15/06/2012,V201670,463.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V202087,533.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V201995,755.00 ,Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,22/06/2012,V202086,"1,007.00 ",Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M,2080,08/06/2012,V201274,"3,466.00 ",Revenue,G M MECHANICAL SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,30/06/2012,V202794,"146,000.00 ",Capital,GALLIFORD TRY CONSTRUCTION LTD
Corby Borough Council,34UB,ACEX,Assistant Chief Executive,COMPUTER SOFTWARE MAINTENANCE           ,4462,01/06/2012,V198298,"3,289.42 ",Revenue,GEMINI CONSULTANTS LTD
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,15/06/2012,V201576,852.50 ,Capital,GLN LANDSCAPES
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,15/06/2012,V201575,854.00 ,Capital,GLN LANDSCAPES
Corby Borough Council,34UB,PROP,CB Property Services,CONSTRUCTION                            ,5432,15/06/2012,V201577,"1,514.00 ",Capital,GLN LANDSCAPES
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,28/06/2012,V202330,5.00 ,Revenue,GROSVENOR CONTRACTS LEASING LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,22/06/2012,V201842,323.64 ,Revenue,GROSVENOR CONTRACTS LEASING LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CBC FLEET HIRE - TRANSPORT              ,3101,15/06/2012,V201415,"1,852.10 ",Revenue,GROSVENOR CONTRACTS LEASING LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,GRANTS GENERAL                          ,4600,22/06/2012,V202050,"35,000.00 ",Revenue,GROUNDWORK NORTH NORTHAMPTONSHIRE
Corby Borough Council,34UB,FINS,Financial Services,COMPUTER CONSUMABLES                    ,4470,15/06/2012,V201711,930.00 ,Revenue,HAGUE COMPUTER SUPPLIES LIMITED
Corby Borough Council,34UB,CULT,Culture & Leisure Services,MARKETING                               ,4711,30/06/2012,V202721,"4,300.00 ",Revenue,HARBOROUGH FINANCE LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,22/06/2012,V201999,3.20 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201187,3.60 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201185,3.60 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201186,3.60 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201188,6.75 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201189,6.75 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201179,8.00 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,22/06/2012,V201827,12.80 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198161,12.80 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,28/06/2012,V202326,16.00 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198164,19.20 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,FINS,Financial Services,AGENCY STAFF           ,1040,08/06/2012,V201220,22.40 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,08/06/2012,V201223,23.60 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198326,28.40 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,22/06/2012,V201825,28.80 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,28/06/2012,V202334,30.36 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198156,41.20 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,08/06/2012,V201219,57.20 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201184,88.00 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201460,166.32 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201178,240.00 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201180,242.70 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,28/06/2012,V202240,251.92 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,22/06/2012,V202097,280.00 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201182,283.60 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,22/06/2012,V202095,294.30 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201183,342.30 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198166,343.85 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201181,349.40 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,28/06/2012,V202236,355.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,08/06/2012,V201221,463.45 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198163,463.45 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198258,463.45 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198157,463.45 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198162,463.45 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201458,497.20 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201177,521.90 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,22/06/2012,V202096,546.80 ,Capital,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201449,570.24 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198320,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198321,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198325,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201453,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201459,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201452,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201442,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,22/06/2012,V201828,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,22/06/2012,V201829,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,08/06/2012,V201218,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,28/06/2012,V202333,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198165,583.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198334,601.85 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201448,603.05 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201451,616.25 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201450,627.45 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,22/06/2012,V202000,635.55 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198324,736.56 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198257,736.56 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198160,736.56 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198158,736.56 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198159,736.56 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201443,775.52 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198155,838.37 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201303,841.00 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,22/06/2012,V202001,841.00 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201257,844.20 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198327,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198328,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198322,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201457,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201454,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201455,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201456,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201444,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201445,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,22/06/2012,V201826,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,08/06/2012,V201217,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201447,926.64 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,PROP,CB Property Services,AGENCY STAFF           ,1040,08/06/2012,V201304,931.20 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,01/06/2012,V198323,962.50 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V201446,968.18 ,Revenue,HAYS SPECIALIST RECRUITMENT LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT REPAIR/MAINTENANCE            ,4020,28/06/2012,V201548,68.38 ,Revenue,HEAT EXPERIENCE SERVICES LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,HEATING R&M                      ,2000,28/06/2012,V202032,795.00 ,Revenue,HEAT EXPERIENCE SERVICES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,COURT COSTS                             ,4301,22/06/2012,V202051,110.00 ,Revenue,HMCS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,COURT COSTS                             ,4301,30/06/2012,V202719,"1,370.00 ",Revenue,HMCS
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,PERIODICALS ANNUAL SUBS                 ,4241,15/06/2012,V197880,"5,698.66 ",Revenue,HOUSEMARK LIMITED
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201346,5.00 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202151,8.00 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201085,12.00 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201350,20.00 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201349,20.40 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201688,29.25 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201087,56.00 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,CONSTRUCTION                            ,5432,01/06/2012,V201086,64.80 ,Capital,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201690,75.15 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201348,76.80 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201361,101.40 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,22/06/2012,V202152,130.50 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201088,162.00 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,15/06/2012,V201689,271.40 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201351,283.97 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201083,735.00 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,01/06/2012,V201084,869.60 ,Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,MATERIALS PURCHASE                      ,4080,08/06/2012,V201347,"1,024.68 ",Revenue,HOWDENS JOINERY CO
Corby Borough Council,34UB,CULT,Culture & Leisure Services,SPECIAL PROMOTIONS                      ,4750,28/06/2012,V202561,"14,885.89 ",Revenue,ICON DISPLAY LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ENERGY EFFICIENCY PROMOTION,4714,22/06/2012,V201468,128.70 ,Revenue,INNOVATION GROUP (EMEA) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,COMPUTER SOFTWARE MAINTENANCE           ,4462,22/06/2012,V201471,850.00 ,Revenue,INNOVATION GROUP (EMEA) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,AGENCY STAFF           ,1040,15/06/2012,V197659,"1,275.00 ",Capital,INNOVATION GROUP (EMEA) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,ENERGY EFFICIENCY PROMOTION,4714,22/06/2012,V201470,"1,750.00 ",Revenue,INNOVATION GROUP (EMEA) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TRAINING - OFFICERS                     ,1120,22/06/2012,V201469,"1,990.19 ",Revenue,INNOVATION GROUP (EMEA) LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,TRAINING - OFFICERS                     ,1120,01/06/2012,V198174,"3,889.51 ",Revenue,INNOVATION GROUP (EMEA) LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,22/06/2012,V202091,"2,970.20 ",Revenue,INTEGRATED WATER SERVICES LTD
Corby Borough Council,34UB,PROP,CB Property Services,GENERAL R&M - FMC,2082,22/06/2012,V202090,"3,037.80 ",Revenue,INTEGRATED WATER SERVICES LTD
Corby Borough Council,34UB,NPRD,Housing and Neighbourhood Services,GENERAL R&M,2080,22/06/2012,V202058,"2,015.00 ",Revenue,INTERKEY SERVICES LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CIVIC ENTERTAINING                      ,4537,22/06/2012,V202035,14.90 ,Revenue,J P LENNARD LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,CIVIC ENTERTAINING                      ,4537,22/06/2012,V202034,35.82 ,Revenue,J P LENNARD LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT PURCHASE                      ,4000,01/06/2012,V197779,63.00 ,Revenue,J P LENNARD LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT PURCHASE                      ,4000,22/06/2012,V202036,125.60 ,Revenue,J P LENNARD LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT PURCHASE                      ,4000,22/06/2012,V202037,452.53 ,Revenue,J P LENNARD LTD
Corby Borough Council,34UB,CULT,Culture & Leisure Services,EQUIPMENT PURCHASE                      ,4000,01/06/2012,V197780,871.89 ,Revenue,J P LENNARD LTD
